meta.tool	meta.resol	meta.sub	chr	start	end
example_caller	10000	.	chr7	7680001	7810000
example_caller	10000	.	chr7	7810001	7860000
example_caller	10000	.	chr7	7860001	7960000
example_caller	10000	.	chr7	7960001	8010000
example_caller	10000	.	chr7	8010001	8260000
example_caller	10000	.	chr7	8260001	8340000
example_caller	10000	.	chr7	8340001	8460000
example_caller	10000	.	chr7	8460001	8670000
example_caller	10000	.	chr7	8670001	8770000
example_caller	10000	.	chr7	8770001	8810000
example_caller	10000	.	chr7	8810001	8840000
example_caller	10000	.	chr7	8840001	8870000
example_caller	10000	.	chr7	8900001	9000000
example_caller	10000	.	chr7	9000001	9050000
example_caller	10000	.	chr7	9050001	9090000
example_caller	10000	.	chr7	9110001	9300000
example_caller	10000	.	chr7	9300001	9330000
example_caller	10000	.	chr7	9330001	9350000
example_caller	10000	.	chr7	9350001	9370000
example_caller	10000	.	chr7	9370001	9420000
example_caller	10000	.	chr7	9420001	9500000
example_caller	10000	.	chr7	9500001	9550000
example_caller	10000	.	chr7	9550001	9640000
example_caller	10000	.	chr7	9640001	9690000
example_caller	10000	.	chr7	9690001	9740000
example_caller	10000	.	chr7	9740001	9800000
example_caller	10000	.	chr7	9800001	9900000
example_caller	10000	.	chr7	9900001	9980000
example_caller	10000	.	chr7	9980001	10060000
example_caller	10000	.	chr7	10080001	10310000
example_caller	10000	.	chr7	10310001	10360000
example_caller	10000	.	chr7	10360001	10460000
example_caller	10000	.	chr7	10460001	10500000
example_caller	10000	.	chr7	10500001	10670000
example_caller	10000	.	chr7	10670001	10850000
example_caller	10000	.	chr7	10850001	10930000
example_caller	10000	.	chr7	10930001	11190000
example_caller	10000	.	chr7	11190001	11250000
example_caller	10000	.	chr7	11250001	11390000
example_caller	10000	.	chr7	11390001	11460000
example_caller	10000	.	chr7	11460001	11530000
example_caller	10000	.	chr7	11530001	11800000
example_caller	10000	.	chr7	11800001	11880000
example_caller	10000	.	chr7	11900001	12050000
example_caller	10000	.	chr7	12050001	12100000
example_caller	10000	.	chr7	12100001	12180000
example_caller	10000	.	chr7	12180001	12240000
example_caller	10000	.	chr7	12240001	12320000
example_caller	10000	.	chr7	12320001	12390000
example_caller	10000	.	chr7	12390001	12460000
example_caller	10000	.	chr7	12460001	12540000
example_caller	10000	.	chr7	12560001	12670000
example_caller	10000	.	chr7	12670001	12730000
example_caller	10000	.	chr7	12730001	12930000
example_caller	10000	.	chr7	12930001	12990000
example_caller	10000	.	chr7	12990001	13070000
example_caller	10000	.	chr7	13070001	13170000
example_caller	10000	.	chr7	13170001	13270000
example_caller	10000	.	chr7	13310001	13370000
example_caller	10000	.	chr7	13370001	13410000
example_caller	10000	.	chr7	13410001	13450000
example_caller	10000	.	chr7	13470001	13530000
example_caller	10000	.	chr7	13530001	13620000
example_caller	10000	.	chr7	13640001	13660000
example_caller	10000	.	chr7	13660001	13750000
example_caller	10000	.	chr7	13750001	13800000
example_caller	10000	.	chr7	13800001	14100000
example_caller	10000	.	chr7	14100001	14170000
example_caller	10000	.	chr7	14170001	14270000
example_caller	10000	.	chr7	14270001	14320000
example_caller	10000	.	chr7	14320001	14510000
example_caller	10000	.	chr7	14510001	14700000
example_caller	10000	.	chr7	14750001	15060000
example_caller	10000	.	chr7	15060001	15100000
example_caller	10000	.	chr7	15100001	15270000
example_caller	10000	.	chr7	15360001	15490000
example_caller	10000	.	chr7	15490001	15770000
example_caller	10000	.	chr7	15770001	15800000
example_caller	10000	.	chr7	15800001	15840000
example_caller	10000	.	chr7	15840001	15920000
example_caller	10000	.	chr7	15920001	15980000
example_caller	10000	.	chr7	15980001	16040000
example_caller	10000	.	chr7	16040001	16150000
example_caller	10000	.	chr7	16150001	16190000
example_caller	10000	.	chr7	16190001	16260000
example_caller	10000	.	chr7	16260001	16390000
example_caller	10000	.	chr7	16390001	16510000
example_caller	10000	.	chr7	16510001	16610000
example_caller	10000	.	chr7	16640001	16690000
example_caller	10000	.	chr7	16690001	16740000
example_caller	10000	.	chr7	16740001	16830000
example_caller	10000	.	chr7	16830001	16920000
example_caller	10000	.	chr7	16920001	17020000
example_caller	10000	.	chr7	17020001	17340000
example_caller	10000	.	chr7	17340001	17580000
example_caller	10000	.	chr7	17580001	17710000
example_caller	10000	.	chr7	17710001	17810000
example_caller	10000	.	chr7	17810001	18010000
example_caller	10000	.	chr7	18010001	18390000
example_caller	10000	.	chr7	18390001	18610000
example_caller	10000	.	chr7	18610001	18650000
example_caller	10000	.	chr7	18650001	18730000
example_caller	10000	.	chr7	18730001	18960000
example_caller	10000	.	chr7	18960001	19000000
example_caller	10000	.	chr7	19000001	19030000
example_caller	10000	.	chr7	19030001	19140000
example_caller	10000	.	chr7	19140001	19190000
example_caller	10000	.	chr7	19190001	19260000
example_caller	10000	.	chr7	19260001	19300000
example_caller	10000	.	chr7	19300001	19520000
example_caller	10000	.	chr7	19520001	19660000
example_caller	10000	.	chr7	19660001	19710000
example_caller	10000	.	chr7	19750001	19970000
example_caller	10000	.	chr7	19970001	20020000
example_caller	10000	.	chr7	20020001	20180000
example_caller	10000	.	chr7	20180001	20370000
example_caller	10000	.	chr7	20370001	20480000
example_caller	10000	.	chr7	20480001	20650000
example_caller	10000	.	chr7	20670001	20710000
example_caller	10000	.	chr7	20710001	21290000
example_caller	10000	.	chr7	21290001	21470000
example_caller	10000	.	chr7	21470001	21560000
example_caller	10000	.	chr7	21560001	22050000
example_caller	10000	.	chr7	22050001	22130000
example_caller	10000	.	chr7	22130001	22530000
example_caller	10000	.	chr7	22550001	22590000
example_caller	10000	.	chr7	22590001	22770000
example_caller	10000	.	chr7	22770001	22840000
example_caller	10000	.	chr7	22860001	23060000
example_caller	10000	.	chr7	23060001	23080000
example_caller	10000	.	chr7	23080001	23100000
example_caller	10000	.	chr7	23130001	23220000
example_caller	10000	.	chr7	23220001	23320000
example_caller	10000	.	chr7	23320001	23400000
example_caller	10000	.	chr7	23400001	23510000
example_caller	10000	.	chr7	23510001	23580000
example_caller	10000	.	chr7	23580001	23770000
example_caller	10000	.	chr7	23770001	23840000
example_caller	10000	.	chr7	23840001	24140000
example_caller	10000	.	chr7	24140001	24300000
example_caller	10000	.	chr7	24330001	24440000
example_caller	10000	.	chr7	24440001	24610000
example_caller	10000	.	chr7	24610001	24710000
example_caller	10000	.	chr7	24710001	24750000
example_caller	10000	.	chr7	24750001	24860000
example_caller	10000	.	chr7	24860001	24930000
example_caller	10000	.	chr7	24930001	25020000
example_caller	10000	.	chr7	25020001	25140000
example_caller	10000	.	chr7	25140001	25220000
example_caller	10000	.	chr7	25220001	25290000
example_caller	10000	.	chr7	25290001	25440000
example_caller	10000	.	chr7	25440001	25610000
example_caller	10000	.	chr7	25630001	25900000
example_caller	10000	.	chr7	25900001	26100000
example_caller	10000	.	chr7	26100001	26190000
example_caller	10000	.	chr7	26190001	26240000
example_caller	10000	.	chr7	26240001	26320000
example_caller	10000	.	chr7	26320001	26410000
example_caller	10000	.	chr7	26410001	26710000
example_caller	10000	.	chr7	26710001	26880000
example_caller	10000	.	chr7	26900001	27190000
example_caller	10000	.	chr7	27190001	27620000
example_caller	10000	.	chr7	27620001	27710000
example_caller	10000	.	chr7	27710001	27780000
example_caller	10000	.	chr7	27780001	27860000
example_caller	10000	.	chr7	27860001	27970000
example_caller	10000	.	chr7	27970001	28090000
example_caller	10000	.	chr7	28090001	28140000
example_caller	10000	.	chr7	28140001	28330000
example_caller	10000	.	chr7	28330001	28430000
example_caller	10000	.	chr7	28430001	28520000
example_caller	10000	.	chr7	28520001	28670000
example_caller	10000	.	chr7	28670001	28750000
example_caller	10000	.	chr7	28750001	28920000
example_caller	10000	.	chr7	28920001	28960000
example_caller	10000	.	chr7	28960001	29160000
example_caller	10000	.	chr7	29160001	29230000
example_caller	10000	.	chr7	29230001	29450000
example_caller	10000	.	chr7	29450001	29620000
example_caller	10000	.	chr7	29620001	29710000
example_caller	10000	.	chr7	29710001	29970000
example_caller	10000	.	chr7	29970001	30110000
example_caller	10000	.	chr7	30110001	30180000
example_caller	10000	.	chr7	30180001	30320000
example_caller	10000	.	chr7	30320001	30480000
example_caller	10000	.	chr7	30480001	30550000
example_caller	10000	.	chr7	30550001	30620000
example_caller	10000	.	chr7	30620001	30680000
example_caller	10000	.	chr7	30700001	30800000
example_caller	10000	.	chr7	30800001	30850000
example_caller	10000	.	chr7	30850001	31020000
example_caller	10000	.	chr7	31020001	31170000
example_caller	10000	.	chr7	31170001	31390000
example_caller	10000	.	chr7	31390001	31540000
example_caller	10000	.	chr7	31540001	31660000
example_caller	10000	.	chr7	31660001	31790000
example_caller	10000	.	chr7	31790001	32110000
example_caller	10000	.	chr7	32110001	32210000
example_caller	10000	.	chr7	32210001	32250000
example_caller	10000	.	chr7	32250001	32390000
example_caller	10000	.	chr7	32390001	32410000
example_caller	10000	.	chr7	32410001	32510000
example_caller	10000	.	chr7	32510001	32700000
example_caller	10000	.	chr7	32700001	32740000
example_caller	10000	.	chr7	32740001	33150000
example_caller	10000	.	chr7	33170001	33230000
example_caller	10000	.	chr7	33230001	33290000
example_caller	10000	.	chr7	33290001	33370000
example_caller	10000	.	chr7	33370001	33430000
example_caller	10000	.	chr7	33430001	33460000
example_caller	10000	.	chr7	33460001	33500000
example_caller	10000	.	chr7	33500001	33700000
example_caller	10000	.	chr7	33700001	33790000
example_caller	10000	.	chr7	33790001	34030000
example_caller	10000	.	chr7	34030001	34080000
example_caller	10000	.	chr7	34080001	34110000
example_caller	10000	.	chr7	34110001	34210000
example_caller	10000	.	chr7	34210001	34340000
example_caller	10000	.	chr7	34340001	34360000
example_caller	10000	.	chr7	34360001	34710000
example_caller	10000	.	chr7	34710001	34800000
example_caller	10000	.	chr7	34800001	34860000
example_caller	10000	.	chr7	34860001	34960000
example_caller	10000	.	chr7	34960001	35090000
example_caller	10000	.	chr7	35090001	35580000
example_caller	10000	.	chr7	35580001	35650000
example_caller	10000	.	chr7	35650001	35730000
example_caller	10000	.	chr7	35730001	35840000
example_caller	10000	.	chr7	35840001	35950000
example_caller	10000	.	chr7	35950001	36020000
example_caller	10000	.	chr7	36020001	36340000
example_caller	10000	.	chr7	36360001	36400000
example_caller	10000	.	chr7	36430001	36520000
example_caller	10000	.	chr7	36520001	36720000
example_caller	10000	.	chr7	36720001	36900000
example_caller	10000	.	chr7	36900001	37020000
example_caller	10000	.	chr7	37020001	37230000
example_caller	10000	.	chr7	37230001	37400000
example_caller	10000	.	chr7	37400001	37880000
example_caller	10000	.	chr7	37880001	37950000
example_caller	10000	.	chr7	37950001	38140000
example_caller	10000	.	chr7	38140001	38270000
example_caller	10000	.	chr7	38270001	38420000
example_caller	10000	.	chr7	38420001	38700000
example_caller	10000	.	chr7	38720001	38840000
example_caller	10000	.	chr7	38840001	38970000
example_caller	10000	.	chr7	38970001	39330000
example_caller	10000	.	chr7	39330001	39490000
example_caller	10000	.	chr7	39490001	39600000
example_caller	10000	.	chr7	39600001	39790000
example_caller	10000	.	chr7	39790001	39990000
example_caller	10000	.	chr7	39990001	40060000
example_caller	10000	.	chr7	40060001	40090000
example_caller	10000	.	chr7	40090001	40180000
example_caller	10000	.	chr7	40180001	40260000
example_caller	10000	.	chr7	40280001	40360000
example_caller	10000	.	chr7	40360001	40560000
example_caller	10000	.	chr7	40560001	40650000
example_caller	10000	.	chr7	40650001	40740000
example_caller	10000	.	chr7	40740001	41060000
example_caller	10000	.	chr7	41060001	41250000
example_caller	10000	.	chr7	41250001	41730000
example_caller	10000	.	chr7	41730001	41920000
example_caller	10000	.	chr7	41920001	41990000
example_caller	10000	.	chr7	41990001	42420000
example_caller	10000	.	chr7	42420001	42520000
example_caller	10000	.	chr7	42520001	42620000
example_caller	10000	.	chr7	42620001	42650000
example_caller	10000	.	chr7	42650001	42910000
example_caller	10000	.	chr7	42980001	43150000
example_caller	10000	.	chr7	43150001	43300000
example_caller	10000	.	chr7	43300001	43480000
example_caller	10000	.	chr7	43480001	43620000
example_caller	10000	.	chr7	43620001	43770000
example_caller	10000	.	chr7	43770001	43880000
example_caller	10000	.	chr7	43880001	44010000
example_caller	10000	.	chr7	44010001	44040000
example_caller	10000	.	chr7	44050001	44120000
example_caller	10000	.	chr7	44120001	44240000
example_caller	10000	.	chr7	44240001	44530000
example_caller	10000	.	chr7	44530001	44620000
example_caller	10000	.	chr7	44620001	44790000
example_caller	10000	.	chr7	44790001	44890000
example_caller	10000	.	chr7	44890001	45010000
example_caller	10000	.	chr7	45010001	45190000
example_caller	10000	.	chr7	45190001	45310000
example_caller	10000	.	chr7	45310001	45750000
example_caller	10000	.	chr7	45750001	45920000
example_caller	10000	.	chr7	45960001	46180000
example_caller	10000	.	chr7	46180001	46410000
example_caller	10000	.	chr7	46410001	46550000
example_caller	10000	.	chr7	46550001	46600000
example_caller	10000	.	chr7	46600001	46660000
example_caller	10000	.	chr7	46660001	46990000
example_caller	10000	.	chr7	46990001	47110000
example_caller	10000	.	chr7	47110001	47210000
example_caller	10000	.	chr7	47210001	47290000
example_caller	10000	.	chr7	47290001	47480000
example_caller	10000	.	chr7	47480001	47860000
example_caller	10000	.	chr7	47880001	47970000
example_caller	10000	.	chr7	47970001	48020000
example_caller	10000	.	chr7	48020001	48160000
example_caller	10000	.	chr7	48160001	48340000
example_caller	10000	.	chr7	48360001	48470000
example_caller	10000	.	chr7	48470001	48790000
example_caller	10000	.	chr7	48790001	48900000
example_caller	10000	.	chr7	48900001	48950000
example_caller	10000	.	chr7	48950001	49020000
example_caller	10000	.	chr7	49020001	49040000
example_caller	10000	.	chr7	49040001	49190000
example_caller	10000	.	chr7	49190001	49320000
example_caller	10000	.	chr7	49320001	49440000
example_caller	10000	.	chr7	49440001	49690000
example_caller	10000	.	chr7	49690001	49830000
example_caller	10000	.	chr7	49850001	49900000
example_caller	10000	.	chr7	49920001	49960000
example_caller	10000	.	chr7	49960001	49990000
example_caller	10000	.	chr7	49990001	50020000
example_caller	10000	.	chr7	50020001	50040000
example_caller	10000	.	chr7	50150001	50250000
example_caller	10000	.	chr7	50250001	50370000
example_caller	10000	.	chr7	50410001	50530000
example_caller	10000	.	chr7	50530001	50750000
example_caller	10000	.	chr7	50750001	50920000
example_caller	10000	.	chr7	50920001	51230000
example_caller	10000	.	chr7	51230001	51460000
example_caller	10000	.	chr7	51460001	51640000
example_caller	10000	.	chr7	51640001	51670000
example_caller	10000	.	chr7	51670001	51870000
example_caller	10000	.	chr7	51890001	52090000
example_caller	10000	.	chr7	52090001	52170000
example_caller	10000	.	chr7	52170001	52290000
example_caller	10000	.	chr7	52290001	52370000
example_caller	10000	.	chr7	52370001	52530000
example_caller	10000	.	chr7	52530001	52550000
example_caller	10000	.	chr7	52550001	52620000
example_caller	10000	.	chr7	52620001	52680000
example_caller	10000	.	chr7	52710001	52820000
example_caller	10000	.	chr7	52820001	52860000
example_caller	10000	.	chr7	52860001	52890000
example_caller	10000	.	chr7	52890001	52930000
example_caller	10000	.	chr7	52950001	53000000
example_caller	10000	.	chr7	53000001	53040000
example_caller	10000	.	chr7	53070001	53100000
example_caller	10000	.	chr7	53150001	53210000
example_caller	10000	.	chr7	53210001	53330000
example_caller	10000	.	chr7	53330001	53410000
example_caller	10000	.	chr7	53410001	53470000
example_caller	10000	.	chr7	53470001	53530000
example_caller	10000	.	chr7	53530001	53650000
example_caller	10000	.	chr7	53650001	53720000
example_caller	10000	.	chr7	53720001	53800000
example_caller	10000	.	chr7	53800001	53900000
example_caller	10000	.	chr7	53900001	53930000
example_caller	10000	.	chr7	53930001	54020000
example_caller	10000	.	chr7	54020001	54070000
example_caller	10000	.	chr7	54070001	54110000
example_caller	10000	.	chr7	54110001	54290000
example_caller	10000	.	chr7	54300001	54340000
example_caller	10000	.	chr7	54340001	54380000
example_caller	10000	.	chr7	54390001	54680000
example_caller	10000	.	chr7	54680001	54770000
example_caller	10000	.	chr7	54770001	54800000
example_caller	10000	.	chr7	54800001	55330000
example_caller	10000	.	chr7	55330001	55500000
example_caller	10000	.	chr7	55500001	55670000
example_caller	10000	.	chr7	55670001	55710000
example_caller	10000	.	chr7	55710001	55810000
example_caller	10000	.	chr7	55820001	55940000
example_caller	10000	.	chr7	55940001	56030000
example_caller	10000	.	chr7	56030001	56180000
example_caller	10000	.	chr7	56180001	56280000
example_caller	10000	.	chr7	56280001	56440000
example_caller	10000	.	chr7	56450001	56520000
example_caller	10000	.	chr7	56520001	56550000
example_caller	10000	.	chr7	56550001	56750000
example_caller	10000	.	chr7	56750001	56820000
example_caller	10000	.	chr7	57190001	57260000
example_caller	10000	.	chr7	57260001	57320000
example_caller	10000	.	chr7	57320001	57390000
example_caller	10000	.	chr7	57390001	57480000
example_caller	10000	.	chr7	57480001	57550000
example_caller	10000	.	chr7	57550001	57670000
example_caller	10000	.	chr7	57690001	57720000
example_caller	10000	.	chr7	57720001	57770000
example_caller	10000	.	chr7	57780001	57860000
example_caller	10000	.	chr7	57860001	57890000
example_caller	10000	.	chr7	57910001	57950000
example_caller	10000	.	chr7	57990001	58050000
example_caller	10000	.	chr7	61510001	61560000
example_caller	10000	.	chr7	61740001	61800000
example_caller	10000	.	chr7	61810001	61850000
example_caller	10000	.	chr7	61850001	61920000
example_caller	10000	.	chr7	61960001	62000000
example_caller	10000	.	chr7	62010001	62110000
example_caller	10000	.	chr7	62150001	62390000
example_caller	10000	.	chr7	62430001	62500000
example_caller	10000	.	chr7	62500001	62570000
example_caller	10000	.	chr7	62570001	62720000
example_caller	10000	.	chr7	63240001	63430000
example_caller	10000	.	chr7	63430001	63740000
example_caller	10000	.	chr7	63740001	63830000
example_caller	10000	.	chr7	63830001	63950000
example_caller	10000	.	chr7	63970001	64040000
example_caller	10000	.	chr7	64040001	64090000
example_caller	10000	.	chr7	64110001	64180000
example_caller	10000	.	chr7	64180001	64290000
example_caller	10000	.	chr7	64290001	64360000
example_caller	10000	.	chr7	64360001	64570000
example_caller	10000	.	chr7	64660001	64880000
example_caller	10000	.	chr7	64880001	64960000
example_caller	10000	.	chr7	64960001	64990000
example_caller	10000	.	chr7	65050001	65100000
example_caller	10000	.	chr7	65180001	65340000
example_caller	10000	.	chr7	65340001	65450000
example_caller	10000	.	chr7	65450001	65580000
example_caller	10000	.	chr7	65580001	65670000
example_caller	10000	.	chr7	65670001	65960000
example_caller	10000	.	chr7	65960001	66020000
example_caller	10000	.	chr7	66020001	66150000
example_caller	10000	.	chr7	66150001	66210000
example_caller	10000	.	chr7	66210001	66290000
example_caller	10000	.	chr7	66290001	66390000
example_caller	10000	.	chr7	66390001	66470000
example_caller	10000	.	chr7	66470001	66740000
example_caller	10000	.	chr7	66760001	66800000
example_caller	10000	.	chr7	66830001	67080000
example_caller	10000	.	chr7	67080001	67340000
example_caller	10000	.	chr7	67340001	67880000
example_caller	10000	.	chr7	67880001	68120000
example_caller	10000	.	chr7	68120001	69060000
example_caller	10000	.	chr7	69060001	69370000
example_caller	10000	.	chr7	69370001	69400000
example_caller	10000	.	chr7	69400001	69480000
example_caller	10000	.	chr7	69510001	69630000
example_caller	10000	.	chr7	69630001	69770000
example_caller	10000	.	chr7	69770001	69810000
example_caller	10000	.	chr7	69810001	69880000
example_caller	10000	.	chr7	69880001	69920000
example_caller	10000	.	chr7	69920001	70060000
example_caller	10000	.	chr7	70060001	70160000
example_caller	10000	.	chr7	70160001	70280000
example_caller	10000	.	chr7	70310001	70330000
example_caller	10000	.	chr7	70330001	70400000
example_caller	10000	.	chr7	70400001	71080000
example_caller	10000	.	chr7	71080001	71160000
example_caller	10000	.	chr7	71160001	71210000
example_caller	10000	.	chr7	71230001	71270000
example_caller	10000	.	chr7	71270001	71610000
example_caller	10000	.	chr7	71610001	71690000
example_caller	10000	.	chr7	71690001	71950000
example_caller	10000	.	chr7	71950001	72100000
example_caller	10000	.	chr7	72100001	72160000
example_caller	10000	.	chr7	72160001	72260000
example_caller	10000	.	chr7	72280001	72420000
example_caller	10000	.	chr7	72710001	72850000
example_caller	10000	.	chr7	72850001	72930000
example_caller	10000	.	chr7	72930001	73000000
example_caller	10000	.	chr7	73000001	73150000
example_caller	10000	.	chr7	73150001	73280000
example_caller	10000	.	chr7	73280001	73470000
example_caller	10000	.	chr7	73470001	73590000
example_caller	10000	.	chr7	73590001	73830000
example_caller	10000	.	chr7	73830001	73980000
example_caller	10000	.	chr7	73980001	74080000
example_caller	10000	.	chr7	74080001	74150000
example_caller	10000	.	chr7	75140001	75270000
example_caller	10000	.	chr7	75270001	75410000
example_caller	10000	.	chr7	75410001	75490000
example_caller	10000	.	chr7	75490001	75680000
example_caller	10000	.	chr7	75680001	75890000
example_caller	10000	.	chr7	75890001	75950000
example_caller	10000	.	chr7	75950001	75990000
example_caller	10000	.	chr7	75990001	76080000
example_caller	10000	.	chr7	76170001	76260000
example_caller	10000	.	chr7	76280001	76360000
example_caller	10000	.	chr7	76370001	76500000
example_caller	10000	.	chr7	76500001	76580000
example_caller	10000	.	chr7	76690001	76730000
example_caller	10000	.	chr7	76750001	76880000
example_caller	10000	.	chr7	76880001	76960000
example_caller	10000	.	chr7	76960001	77040000
example_caller	10000	.	chr7	77040001	77160000
example_caller	10000	.	chr7	77160001	77280000
example_caller	10000	.	chr7	77280001	77390000
example_caller	10000	.	chr7	77390001	77570000
example_caller	10000	.	chr7	77570001	77650000
example_caller	10000	.	chr7	77650001	77700000
example_caller	10000	.	chr7	77700001	77750000
example_caller	10000	.	chr7	77750001	77950000
example_caller	10000	.	chr7	77950001	77970000
example_caller	10000	.	chr7	77970001	78030000
example_caller	10000	.	chr7	78030001	78060000
example_caller	10000	.	chr7	78060001	78110000
example_caller	10000	.	chr7	78110001	78140000
example_caller	10000	.	chr7	78140001	78230000
example_caller	10000	.	chr7	78230001	78330000
example_caller	10000	.	chr7	78330001	78520000
example_caller	10000	.	chr7	78540001	78590000
example_caller	10000	.	chr7	78590001	78730000
example_caller	10000	.	chr7	78730001	78780000
example_caller	10000	.	chr7	78780001	78820000
example_caller	10000	.	chr7	78860001	78890000
example_caller	10000	.	chr7	78890001	78980000
example_caller	10000	.	chr7	78980001	79040000
example_caller	10000	.	chr7	79040001	79100000
example_caller	10000	.	chr7	79100001	79210000
example_caller	10000	.	chr7	79210001	79270000
example_caller	10000	.	chr7	79270001	79380000
example_caller	10000	.	chr7	79380001	79400000
example_caller	10000	.	chr7	79400001	79440000
example_caller	10000	.	chr7	79440001	79500000
example_caller	10000	.	chr7	79500001	79590000
example_caller	10000	.	chr7	79590001	79680000
example_caller	10000	.	chr7	79680001	79840000
example_caller	10000	.	chr7	79840001	80050000
example_caller	10000	.	chr7	80050001	80320000
example_caller	10000	.	chr7	80320001	80400000
example_caller	10000	.	chr7	80400001	80450000
example_caller	10000	.	chr7	80450001	80500000
example_caller	10000	.	chr7	80500001	80940000
example_caller	10000	.	chr7	80940001	81050000
example_caller	10000	.	chr7	81050001	81110000
example_caller	10000	.	chr7	81110001	81590000
example_caller	10000	.	chr7	81590001	81670000
example_caller	10000	.	chr7	81670001	81860000
example_caller	10000	.	chr7	81860001	82070000
example_caller	10000	.	chr7	82070001	82110000
example_caller	10000	.	chr7	82110001	82240000
example_caller	10000	.	chr7	82240001	82360000
example_caller	10000	.	chr7	82360001	82430000
example_caller	10000	.	chr7	82430001	82520000
example_caller	10000	.	chr7	82520001	82600000
example_caller	10000	.	chr7	82600001	82640000
example_caller	10000	.	chr7	82640001	82660000
example_caller	10000	.	chr7	82660001	82770000
example_caller	10000	.	chr7	82770001	82820000
example_caller	10000	.	chr7	82820001	82910000
example_caller	10000	.	chr7	82910001	82990000
example_caller	10000	.	chr7	83040001	83250000
example_caller	10000	.	chr7	83250001	83290000
example_caller	10000	.	chr7	83290001	83420000
example_caller	10000	.	chr7	83420001	83480000
example_caller	10000	.	chr7	83480001	83560000
example_caller	10000	.	chr7	83560001	83610000
example_caller	10000	.	chr7	83610001	83680000
example_caller	10000	.	chr7	83680001	83900000
example_caller	10000	.	chr7	83900001	84080000
example_caller	10000	.	chr7	84080001	84240000
example_caller	10000	.	chr7	84240001	84270000
example_caller	10000	.	chr7	84270001	84300000
example_caller	10000	.	chr7	84300001	84510000
example_caller	10000	.	chr7	84510001	84570000
example_caller	10000	.	chr7	84570001	84660000
example_caller	10000	.	chr7	84660001	84960000
example_caller	10000	.	chr7	84960001	85100000
example_caller	10000	.	chr7	85100001	85150000
example_caller	10000	.	chr7	85150001	85200000
example_caller	10000	.	chr7	85200001	85390000
example_caller	10000	.	chr7	85390001	85490000
example_caller	10000	.	chr7	85490001	85570000
example_caller	10000	.	chr7	85600001	85640000
example_caller	10000	.	chr7	85640001	85670000
example_caller	10000	.	chr7	85670001	85810000
example_caller	10000	.	chr7	85810001	85840000
example_caller	10000	.	chr7	85840001	85970000
example_caller	10000	.	chr7	85970001	86010000
example_caller	10000	.	chr7	86010001	86070000
example_caller	10000	.	chr7	86090001	86200000
example_caller	10000	.	chr7	86200001	86440000
example_caller	10000	.	chr7	86460001	86540000
example_caller	10000	.	chr7	86540001	86690000
example_caller	10000	.	chr7	86690001	86780000
example_caller	10000	.	chr7	86780001	86870000
example_caller	10000	.	chr7	86870001	86940000
example_caller	10000	.	chr7	86940001	87060000
example_caller	10000	.	chr7	87060001	87260000
example_caller	10000	.	chr7	87260001	87410000
example_caller	10000	.	chr7	87410001	87510000
example_caller	10000	.	chr7	87510001	87570000
example_caller	10000	.	chr7	87570001	87740000
example_caller	10000	.	chr7	87740001	87850000
example_caller	10000	.	chr7	87850001	88030000
example_caller	10000	.	chr7	88030001	88180000
example_caller	10000	.	chr7	88180001	88320000
example_caller	10000	.	chr7	88320001	88460000
example_caller	10000	.	chr7	88460001	88720000
example_caller	10000	.	chr7	88720001	88750000
example_caller	10000	.	chr7	88750001	88810000
example_caller	10000	.	chr7	88810001	88870000
example_caller	10000	.	chr7	88870001	88960000
example_caller	10000	.	chr7	88960001	89090000
example_caller	10000	.	chr7	89090001	89130000
example_caller	10000	.	chr7	89130001	89210000
example_caller	10000	.	chr7	89210001	89240000
example_caller	10000	.	chr7	89240001	89300000
example_caller	10000	.	chr7	89300001	89630000
example_caller	10000	.	chr7	89630001	89780000
example_caller	10000	.	chr7	89780001	89890000
example_caller	10000	.	chr7	89890001	89970000
example_caller	10000	.	chr7	89970001	90070000
example_caller	10000	.	chr7	90070001	90230000
example_caller	10000	.	chr7	90230001	90280000
example_caller	10000	.	chr7	90280001	90340000
example_caller	10000	.	chr7	90340001	90660000
example_caller	10000	.	chr7	90710001	90910000
example_caller	10000	.	chr7	90910001	91260000
example_caller	10000	.	chr7	91260001	91290000
example_caller	10000	.	chr7	91290001	91360000
example_caller	10000	.	chr7	91360001	91390000
example_caller	10000	.	chr7	91460001	91510000
example_caller	10000	.	chr7	91510001	91570000
example_caller	10000	.	chr7	91570001	91770000
example_caller	10000	.	chr7	91770001	91830000
example_caller	10000	.	chr7	91830001	91870000
example_caller	10000	.	chr7	91870001	92080000
example_caller	10000	.	chr7	92080001	92160000
example_caller	10000	.	chr7	92160001	92240000
example_caller	10000	.	chr7	92240001	92320000
example_caller	10000	.	chr7	92340001	92470000
example_caller	10000	.	chr7	92470001	92700000
example_caller	10000	.	chr7	92700001	92800000
example_caller	10000	.	chr7	92800001	92870000
example_caller	10000	.	chr7	92870001	93000000
example_caller	10000	.	chr7	93000001	93070000
example_caller	10000	.	chr7	93070001	93190000
example_caller	10000	.	chr7	93190001	93220000
example_caller	10000	.	chr7	93220001	93290000
example_caller	10000	.	chr7	93290001	93380000
example_caller	10000	.	chr7	93380001	93400000
example_caller	10000	.	chr7	93400001	93510000
example_caller	10000	.	chr7	93510001	93720000
example_caller	10000	.	chr7	93720001	93870000
example_caller	10000	.	chr7	93870001	94060000
example_caller	10000	.	chr7	94080001	94290000
